review_text,sentiment
Picked up on Wednesday evening and everything was ready  with a rear rack. Great value and friendly service!!,positive
Loved the e?bike for 90 minutes; team (Hayden) was super helpful!!,positive
Loved the folding bike for 90 minutes; team (Emerson) was super helpful!,positive
Rental was typical; got a e?bike for all morning.,neutral
Booking was seamless —the cargo bike rode great on the canal path.,positive
Picked up on Tuesday afternoon and everything was ready  with a basket. Great value and friendly service.,positive
Picked up on Saturday morning and everything was ready  with a puncture kit. Great value and friendly service!!,positive
Helmet and lights included; small details made a big difference!,positive
Check?in took 20 minutes and the tandem bike had battery cutting out.,negative
Rental was plain; got a gravel bike for most of the day.,neutral
The payment screen froze and support (Avery) wasn’t helpful!,negative
Picked up on Sunday afternoon and everything was ready  with a helmet. Great value and friendly service!!,positive
Check?in took almost an hour and the road bike had loose pedal.,negative
Check?in took 5 minutes and the city cruiser had flat tire…,negative
Booking was super convenient on the lakeside path!,positive
Rental was basic; got a hybrid bike for most of the day.,neutral
The app kept crashing and support (Parker) wasn’t helpful…,negative
Booking was seamless —the e?bike rode great on the city park  in mild weather!!,positive
Rental was basic; got a cargo bike for all morning.,neutral
Rental was standard; got a road bike for most of the day.,neutral
Rental was typical; got a e?bike for most of the day.,neutral
Rental was adequate; got a hybrid bike for 30 minutes.,neutral
The website timed out and support (Avery) wasn’t helpful!,negative
Loved the tandem bike for 90 minutes; staff (Skyler) was super helpful!!,positive
Rental was adequate; got a gravel bike for 90 minutes.,neutral
Check?in took 5 minutes and the city cruiser had misaligned handlebars!,negative
Too expensive for the quality; wouldn’t recommend.,negative
Booking was stress?free —the hybrid bike rode great on the botanical garden path  in windy weather!,positive
Rental was standard; got a cargo bike for the afternoon.,neutral
Check?in took 20 minutes and the tandem bike had wobbly wheel!,negative
Picked up on Tuesday afternoon and everything was ready  with a basket. Great value and friendly service!,positive
Rental was straightforward; got a gravel bike for most of the day.,neutral
Rental was plain; got a e?bike for 2 hours.,neutral
The app kept crashing and support (Harper) wasn’t helpful.,negative
Rental was basic; got a gravel bike for all morning.,neutral
Rental was average; got a road bike for 45 minutes.,neutral
Route map was minimal; we relied on our phones.,neutral
The mountain bike fit perfectly; sizing guidance was spot on.,positive
Rental was average; got a mountain bike for an hour.,neutral
Rental was adequate; got a mountain bike for all morning.,neutral
Picked up on Monday morning and everything was ready  with a phone mount. Great value and friendly service!,positive
Rental was standard; got a cargo bike for all morning.,neutral
Really enjoyed the gravel bike for all morning; team (Parker) was super helpful!,positive
Reservation didn’t match what we received—requested a city cruiser but got something else…,negative
Maps were outdated and sent us off route near the downtown loop.,negative
Bike quality was excellent and check?in took about 10 minutes (as advertised).,positive
Rental was adequate; got a e?bike for 30 minutes.,neutral
Really enjoyed the road bike for most of the day; team (Alex) was super helpful!!,positive
Rental was predictable; got a kids' bike for an hour.,neutral
Reservation didn’t match what we received—requested a kids' bike but got something else.,negative
Booking was excellent on the old town  in chilly weather!!,positive
The mountain bike fit perfectly; sizing guidance was spot on!,positive
Booking was seamless —the hybrid bike rode great on the river trail  in windy weather!!,positive
Rental was standard; got a tandem bike for an hour.,neutral
Bike felt poorly maintained: soft brakes; cut our ride short.,negative
Bike felt poorly maintained: sticky shifter; cut our ride short…,negative
Rental was average; got a city cruiser for half a day.,neutral
Rental was plain; got a cargo bike for 45 minutes.,neutral
Booking was excellent on the greenway  in chilly weather!,positive
Rental was plain; got a hybrid bike for 90 minutes.,neutral
Booking was super convenient on the downtown loop!,positive
Picked up on late evening and everything was ready  with a lights. Great value and friendly service!,positive
Booking was excellent —the folding bike rode great on the downtown loop  in chilly weather!!,positive
The payment screen froze and support (Drew) wasn’t helpful…,negative
Picked up on early morning and everything was ready  with a rear rack. Great value and friendly service.,positive
Hidden fees at pickup; felt terrible overall.,negative
Rental was straightforward; got a mountain bike for 45 minutes.,neutral
Rental was ordinary; got a road bike for half a day.,neutral
Check?in took almost an hour and the folding bike had badly adjusted seat.,negative
Bike quality was excellent and check?in took about half an hour.,positive
Booking was super convenient on the city park!!,positive
Check?in took almost an hour and the city cruiser had soft brakes!,negative
Store opened late on Saturday; wasted time waiting around!,negative
The kiosk was down and support (Elliot) wasn’t helpful…,negative
Check?in took almost an hour and the folding bike had sticky shifter.,negative
Unexpected charges at pickup; felt unacceptable overall…,negative
Booking was super convenient on the boardwalk  in humid weather!!,positive
Rental was plain; got a cargo bike for half a day.,neutral
Rental was typical; got a cargo bike for half a day.,neutral
Unexpected charges at pickup; felt messy overall…,negative
The QR code wouldn’t scan and support (Jamie) wasn’t helpful!,negative
Check?in took 20 minutes and the tandem bike had squeaky gears.,negative
Rental was fine; got a folding bike for 90 minutes.,neutral
Rental was fine; got a folding bike for most of the day.,neutral
Price was reasonable for the condition and service.,positive
Rental was predictable; got a city cruiser for an hour.,neutral
The payment screen froze and support (Rory) wasn’t helpful…,negative
Booking was easy —the road bike rode great on the greenway  in mild weather.,positive
The payment screen froze and support (Alex) wasn’t helpful.,negative
Reservation didn’t match what we received—requested a hybrid bike but got something else!,negative
Check?in took 5 minutes and the cargo bike had flat tire…,negative
Rental was ordinary; got a cargo bike for most of the day.,neutral
Booking was quick —the kids' bike rode great on the greenway.,positive
Picked up on Monday morning and everything was ready  with a lock. Great value and friendly service.,positive
Helmet and lock included; small details made a big difference!!,positive
Check?in took 10 minutes and the tandem bike had loose pedal!,negative
Check?in took 15 minutes and the tandem bike had misaligned handlebars.,negative
The website timed out and support (Drew) wasn’t helpful!,negative
The QR code wouldn’t scan and support (Harper) wasn’t helpful…,negative
Picked up on Saturday morning and everything was ready  with a puncture kit. Great value and friendly service!,positive
Rental was fine; got a gravel bike for half a day.,neutral
Rental was fine; got a tandem bike for 2 hours.,neutral
Loved the hybrid bike for most of the day; team (Alex) was super helpful!,positive
Really enjoyed the folding bike for all morning; team (Rory) was super helpful!!,positive
Check?in took 5 minutes and the road bike had battery cutting out!,negative
Check?in took 15 minutes and the gravel bike had badly adjusted seat…,negative
Rental was fine; got a hybrid bike for three hours.,neutral
The payment screen froze and support (Avery) wasn’t helpful.,negative
Rental was plain; got a gravel bike for 90 minutes.,neutral
Check?in took almost an hour and the folding bike had squeaky gears…,negative
Check?in took half an hour and the kids' bike had slipping chain!,negative
Loved the mountain bike for the afternoon; staff (Sage) was super helpful.,positive
Helmet and phone mount included; small details made a big difference!,positive
The e?bike fit perfectly; sizing guidance was spot on!!,positive
Picked up on Sunday afternoon and everything was ready  with a lock. Great value and friendly service.,positive
Booking was top?notch —the city cruiser rode great on the botanical garden path  in overcast weather!!,positive
Booking was well organized on the greenway.,positive
Picked up on late evening and everything was ready  with a lock. Great value and friendly service!!,positive
Really enjoyed the e?bike for 30 minutes; staff (Drew) was super helpful!,positive
Loved the cargo bike for 90 minutes; staff (Elliot) was super helpful!,positive
Return process was chaotic and the line barely moved!,negative
Check?in took 20 minutes and the e?bike had loose pedal!,negative
"Quick pickup, smooth ride, easy drop?off!!",positive
Rental was predictable; got a city cruiser for most of the day.,neutral
Rental was standard; got a mountain bike for the afternoon.,neutral
The app kept crashing and support (Casey) wasn’t helpful.,negative
Rental was average; got a hybrid bike for an hour.,neutral
Price was worth it for the condition and service!,positive
Rental was ordinary; got a road bike for most of the day.,neutral
Rental was fine; got a road bike for three hours.,neutral
Rental was basic; got a gravel bike for the afternoon.,neutral
The payment screen froze and support (Reese) wasn’t helpful!,negative
Check?in took 20 minutes and the gravel bike had wobbly wheel.,negative
The app kept crashing and support (Riley) wasn’t helpful…,negative
Check?in took 5 minutes and the cargo bike had sticky shifter!,negative
Rental was fine; got a folding bike for all morning.,neutral
Loved the mountain bike for most of the day; team (Quinn) was super helpful!!,positive
Rental was adequate; got a city cruiser for an hour.,neutral
Rental was predictable; got a road bike for three hours.,neutral
Rental was straightforward; got a kids' bike for most of the day.,neutral
Rental was standard; got a hybrid bike for 90 minutes.,neutral
Loved the kids' bike for an hour; team (Elliot) was super helpful!!,positive
Rental was plain; got a road bike for all morning.,neutral
Rental was standard; got a tandem bike for half a day.,neutral
Rental was basic; got a gravel bike for three hours.,neutral
Check?in took 5 minutes and the folding bike had slipping chain…,negative
Rental was basic; got a hybrid bike for an hour.,neutral
Rental was straightforward; got a kids' bike for 90 minutes.,neutral
Check?in took 20 minutes and the cargo bike had soft brakes.,negative
Unexpected charges at pickup; felt poor overall…,negative
The app kept crashing and support (Drew) wasn’t helpful!,negative
Booking was well organized —the tandem bike rode great on the city park.,positive
The hybrid bike fit perfectly; sizing guidance was spot on!!,positive
Rental was ordinary; got a hybrid bike for 2 hours.,neutral
Loved the kids' bike for half a day; staff (Parker) was super helpful!,positive
Check?in took almost an hour and the kids' bike had badly adjusted seat.,negative
Really enjoyed the hybrid bike for 2 hours; staff (Sam) was super helpful!,positive
Maps were outdated and sent us off route near the lakeside path!,negative
Loved the folding bike for half a day; team (Emerson) was super helpful!,positive
Really enjoyed the kids' bike for most of the day; staff (Elliot) was super helpful!!,positive
Rental was average; got a gravel bike for an hour.,neutral
Loved the e?bike for 90 minutes; staff (Kendall) was super helpful!,positive
Loved the mountain bike for 45 minutes; team (Rory) was super helpful!!,positive
Maps were accurate and the route suggestions matched my pace!!,positive
The QR code wouldn’t scan and support (Kendall) wasn’t helpful.,negative
Rental was adequate; got a hybrid bike for the afternoon.,neutral
Rental was straightforward; got a e?bike for an hour.,neutral
Check?in took 15 minutes and the e?bike had misaligned handlebars…,negative
Rental was fine; got a hybrid bike for 45 minutes.,neutral
The website timed out and support (Finley) wasn’t helpful…,negative
Rental was average; got a city cruiser for most of the day.,neutral
The reservation didn’t sync and support (Sam) wasn’t helpful…,negative
Loved the tandem bike for an hour; staff (Reese) was super helpful!,positive
Check?in took 5 minutes and the mountain bike had wobbly wheel!,negative
Picked up on Monday morning and everything was ready  with a puncture kit. Great value and friendly service!,positive
Rental was straightforward; got a road bike for the afternoon.,neutral
Rental was typical; got a tandem bike for 45 minutes.,neutral
The kiosk was down and support (Rory) wasn’t helpful…,negative
Booking was seamless on the downtown loop  in chilly weather!!,positive
Rental was straightforward; got a folding bike for 30 minutes.,neutral
Loved the e?bike for 90 minutes; team (Casey) was super helpful!!,positive
Rental was straightforward; got a tandem bike for 2 hours.,neutral
Rental was basic; got a mountain bike for three hours.,neutral
Rental was straightforward; got a kids' bike for an hour.,neutral
Check?in took 10 minutes and the e?bike had wobbly wheel.,negative
Booking was stress?free —the folding bike rode great on the canal path  in overcast weather!,positive
Picked up on late evening and everything was ready  with a lights. Great value and friendly service.,positive
Rental was typical; got a hybrid bike for the afternoon.,neutral
Hidden fees at pickup; felt poor overall!,negative
Booking was quick on the lakeside path!,positive
Rental was typical; got a cargo bike for the afternoon.,neutral
The reservation didn’t sync and support (Elliot) wasn’t helpful.,negative
The QR code wouldn’t scan and support (Cameron) wasn’t helpful.,negative
Loved the city cruiser for 2 hours; staff (Elliot) was super helpful!,positive
Rental was adequate; got a city cruiser for 90 minutes.,neutral
The app kept crashing and support (Finley) wasn’t helpful…,negative
The QR code wouldn’t scan and support (Reese) wasn’t helpful.,negative
Rental was straightforward; got a folding bike for most of the day.,neutral
Picked up on Friday night and everything was ready  with a mirror. Great value and friendly service!!,positive
Check?in took almost an hour and the city cruiser had loose pedal…,negative
Maps were accurate and the route suggestions matched my pace!,positive
Rental was predictable; got a gravel bike for all morning.,neutral
Check?in took 5 minutes and the cargo bike had wobbly wheel.,negative
Check?in took half an hour and the road bike had squeaky gears.,negative
Booking was smooth —the mountain bike rode great on the boardwalk  in breezy weather!!,positive
Rental was fine; got a city cruiser for 45 minutes.,neutral
Booking was top?notch on the university district.,positive
Booking was top?notch on the city park.,positive
Check?in took half an hour and the tandem bike had misaligned handlebars…,negative
Check?in took 20 minutes and the tandem bike had squeaky gears!,negative
Rental was predictable; got a kids' bike for most of the day.,neutral
The kiosk was down and support (Reese) wasn’t helpful!,negative
Store opened late on Saturday; wasted time waiting around…,negative
Rental was adequate; got a road bike for 45 minutes.,neutral
Rental was ordinary; got a folding bike for all morning.,neutral
Check?in took 15 minutes and the road bike had badly adjusted seat…,negative
Booking was well organized on the downtown loop.,positive
Picked up on Wednesday evening and everything was ready  with a lock. Great value and friendly service!,positive
Store opened late on Thursday; wasted time waiting around!,negative
Rental was average; got a folding bike for the afternoon.,neutral
Rental was ordinary; got a gravel bike for 2 hours.,neutral
Reservation didn’t match what we received—requested a gravel bike but got something else…,negative
Maps were outdated and sent us off route near the canal path…,negative
Store opened late on early; wasted time waiting around.,negative
Check?in took half an hour and the folding bike had slipping chain.,negative
Rental was typical; got a mountain bike for 90 minutes.,neutral
Rental was predictable; got a e?bike for all morning.,neutral
Rental was fine; got a city cruiser for the afternoon.,neutral
Rental was basic; got a cargo bike for 45 minutes.,neutral
Rental was standard; got a gravel bike for 30 minutes.,neutral
The QR code wouldn’t scan and support (Harper) wasn’t helpful.,negative
Check?in took almost an hour and the hybrid bike had sticky shifter.,negative
Booking was well organized —the e?bike rode great on the boardwalk  in hot weather.,positive
Rental was adequate; got a e?bike for 90 minutes.,neutral
Rental was average; got a folding bike for 2 hours.,neutral
Check?in took 5 minutes and the road bike had misaligned handlebars.,negative
Rental was typical; got a city cruiser for an hour.,neutral
Check?in took 15 minutes and the hybrid bike had slipping chain!,negative
Loved the folding bike for 90 minutes; staff (Cameron) was super helpful!,positive
Check?in took half an hour and the tandem bike had sticky shifter…,negative
Rental was fine; got a hybrid bike for half a day.,neutral
Check?in took 15 minutes and the kids' bike had flat tire.,negative
Rental was typical; got a kids' bike for three hours.,neutral
Picked up on Monday morning and everything was ready  with a lights. Great value and friendly service!,positive
Check?in took 15 minutes and the tandem bike had sticky shifter.,negative
The website timed out and support (Hayden) wasn’t helpful.,negative
Rental was straightforward; got a gravel bike for three hours.,neutral
Check?in took 15 minutes and the hybrid bike had battery cutting out.,negative
Check?in took half an hour and the mountain bike had battery cutting out…,negative
Rental was plain; got a folding bike for three hours.,neutral
Rental was typical; got a gravel bike for 45 minutes.,neutral
Loved the tandem bike for three hours; team (Reese) was super helpful!!,positive
Really enjoyed the e?bike for an hour; staff (Cameron) was super helpful!!,positive
"Clear pricing, easy app, and comfy seat —even on the city park.",positive
The payment screen froze and support (Tatum) wasn’t helpful!,negative
The kiosk was down and support (Hayden) wasn’t helpful…,negative
Check?in took 10 minutes and the e?bike had badly adjusted seat!,negative
Check?in took half an hour and the cargo bike had wobbly wheel!,negative
The reservation didn’t sync and support (Drew) wasn’t helpful.,negative
Check?in took half an hour and the e?bike had wobbly wheel!,negative
Rental was plain; got a e?bike for most of the day.,neutral
Really enjoyed the folding bike for most of the day; staff (Harper) was super helpful!!,positive
Rental was fine; got a road bike for 2 hours.,neutral
Helmet and lights included; small details made a big difference!!,positive
"Clear pricing, easy app, and comfy seat!!",positive
Booking was quick —the folding bike rode great on the river trail  in cloudy weather!!,positive
The app kept crashing and support (Quinn) wasn’t helpful…,negative
Rental was plain; got a e?bike for half a day.,neutral
Booking was top?notch —the cargo bike rode great on the old town  in windy weather.,positive
Bike felt poorly maintained: squeaky gears; cut our ride short.,negative
The kiosk was down and support (Finley) wasn’t helpful!,negative
Rental was plain; got a gravel bike for an hour.,neutral
Rental was typical; got a road bike for most of the day.,neutral
Unexpected charges at pickup; felt terrible overall…,negative
Helmet and child seat included; small details made a big difference!,positive
The reservation didn’t sync and support (Alex) wasn’t helpful!,negative
Rental was basic; got a road bike for most of the day.,neutral
Booking was smooth on the boardwalk!!,positive
Picked up on Monday morning and everything was ready  with a rear rack. Great value and friendly service!,positive
Check?in took almost an hour and the gravel bike had sticky shifter.,negative
Rental was straightforward; got a kids' bike for half a day.,neutral
Rental was basic; got a hybrid bike for 90 minutes.,neutral
Rental was basic; got a e?bike for an hour.,neutral
Picked up on Sunday afternoon and everything was ready  with a helmet. Great value and friendly service.,positive
The reservation didn’t sync and support (Rory) wasn’t helpful…,negative
Check?in took 5 minutes and the gravel bike had loose pedal!,negative
The QR code wouldn’t scan and support (Drew) wasn’t helpful…,negative
Check?in took 5 minutes and the tandem bike had sticky shifter!,negative
Hidden fees at pickup; felt disappointing overall.,negative
The QR code wouldn’t scan and support (Quinn) wasn’t helpful…,negative
Rental was typical; got a folding bike for the afternoon.,neutral
Bike felt poorly maintained: loose pedal; cut our ride short!,negative
Rental was average; got a tandem bike for three hours.,neutral
The QR code wouldn’t scan and support (Casey) wasn’t helpful!,negative
Rental was ordinary; got a kids' bike for 2 hours.,neutral
Check?in took 10 minutes and the mountain bike had slipping chain!,negative
Unexpected charges at pickup; felt slow overall.,negative
Kiosk printer was out of order; no receipts available…,negative
Check?in took 15 minutes and the mountain bike had flat tire.,negative
Booking was quick —the e?bike rode great on the canal path.,positive
Rental was plain; got a gravel bike for half a day.,neutral
Check?in took 20 minutes and the mountain bike had badly adjusted seat…,negative
Rental was typical; got a gravel bike for 90 minutes.,neutral
Rental was basic; got a folding bike for all morning.,neutral
Rental was predictable; got a road bike for 2 hours.,neutral
Loved the kids' bike for the afternoon; staff (Taylor) was super helpful.,positive
Rental was standard; got a hybrid bike for the afternoon.,neutral
Really enjoyed the hybrid bike for most of the day; team (Blake) was super helpful!,positive
Really enjoyed the folding bike for 45 minutes; team (Jamie) was super helpful.,positive
Check?in took 10 minutes and the e?bike had soft brakes.,negative
Rental was straightforward; got a e?bike for the afternoon.,neutral
Check?in took almost an hour and the city cruiser had badly adjusted seat…,negative
Rental was typical; got a road bike for three hours.,neutral
Rental was plain; got a hybrid bike for the afternoon.,neutral
Loved the cargo bike for half a day; team (Riley) was super helpful!!,positive
Loved the hybrid bike for all morning; staff (Logan) was super helpful!,positive
The website timed out and support (Quinn) wasn’t helpful!,negative
The kiosk was down and support (Blake) wasn’t helpful!,negative
"Clear pricing, easy app, and comfy seat.",positive
Rental was typical; got a folding bike for 2 hours.,neutral
Rental was ordinary; got a kids' bike for the afternoon.,neutral
Booking was smooth on the canal path!,positive
Loved the city cruiser for all morning; staff (Hayden) was super helpful!!,positive
Rental was basic; got a e?bike for three hours.,neutral
Really enjoyed the road bike for 45 minutes; team (Kendall) was super helpful.,positive
Reservation didn’t match what we received—requested a folding bike but got something else!,negative
Picked up on Thursday at lunch and everything was ready  with a child seat. Great value and friendly service!!,positive
Rental was adequate; got a city cruiser for most of the day.,neutral
Check?in took 15 minutes and the e?bike had battery cutting out!,negative
The kiosk was down and support (Jamie) wasn’t helpful!,negative
Rental was standard; got a hybrid bike for 45 minutes.,neutral
Booking was fantastic on the boardwalk  in windy weather!!,positive
Booking was easy —the cargo bike rode great on the lakeside path.,positive
Booking was super convenient —the mountain bike rode great on the lakeside path  in drizzly weather!,positive
Really enjoyed the folding bike for half a day; staff (Charlie) was super helpful.,positive
Price felt reasonable and the ride was as expected.,neutral
Rental was predictable; got a gravel bike for the afternoon.,neutral
Really enjoyed the tandem bike for an hour; team (Morgan) was super helpful.,positive
The reservation didn’t sync and support (Harper) wasn’t helpful.,negative
Picked up on Thursday at lunch and everything was ready  with a rear rack. Great value and friendly service!!,positive
Check?in took 20 minutes and the cargo bike had misaligned handlebars!,negative
The kiosk was down and support (Morgan) wasn’t helpful.,negative
Booking was easy —the e?bike rode great on the greenway  in humid weather!!,positive
Rental was basic; got a mountain bike for all morning.,neutral
Rental was ordinary; got a mountain bike for most of the day.,neutral
Rental was ordinary; got a e?bike for 2 hours.,neutral
Check?in took half an hour and the kids' bike had sticky shifter!,negative
Unexpected charges at pickup; felt disappointing overall…,negative
Rental was typical; got a mountain bike for an hour.,neutral
Loved the hybrid bike for the afternoon; team (Dakota) was super helpful!,positive
Really enjoyed the hybrid bike for the afternoon; staff (Rowan) was super helpful!!,positive
Loved the e?bike for most of the day; team (Quinn) was super helpful!,positive
The QR code wouldn’t scan and support (Cameron) wasn’t helpful…,negative
Rental was fine; got a gravel bike for 45 minutes.,neutral
Rental was standard; got a road bike for 30 minutes.,neutral
Rental was ordinary; got a tandem bike for 2 hours.,neutral
Rental was plain; got a road bike for the afternoon.,neutral
Rental was fine; got a road bike for 90 minutes.,neutral
Booking was fantastic on the greenway  in cloudy weather!,positive
Reservation didn’t match what we received—requested a mountain bike but got something else.,negative
Rental was basic; got a tandem bike for most of the day.,neutral
Really enjoyed the tandem bike for the afternoon; team (Charlie) was super helpful!!,positive
The app kept crashing and support (Jamie) wasn’t helpful…,negative
Rental was ordinary; got a road bike for 30 minutes.,neutral
Booking was excellent —the kids' bike rode great on the old town  in hot weather!,positive
Rental was typical; got a city cruiser for 30 minutes.,neutral
Picked up on Saturday morning and everything was ready  with a helmet. Great value and friendly service!!,positive
Rental was standard; got a city cruiser for 30 minutes.,neutral
Check?in took half an hour and the city cruiser had misaligned handlebars.,negative
Loved the kids' bike for an hour; staff (Morgan) was super helpful.,positive
Really enjoyed the kids' bike for 45 minutes; team (Elliot) was super helpful!!,positive
Rental was standard; got a road bike for 45 minutes.,neutral
Rental was average; got a cargo bike for 90 minutes.,neutral
Check?in took 5 minutes and the e?bike had wobbly wheel!,negative
Really enjoyed the road bike for 30 minutes; team (Tatum) was super helpful!!,positive
The app kept crashing and support (Dakota) wasn’t helpful!,negative
Rental was predictable; got a folding bike for the afternoon.,neutral
Loved the folding bike for three hours; team (Sage) was super helpful!!,positive
Picked up on late evening and everything was ready  with a lock. Great value and friendly service!,positive
"Clear pricing, easy app, and comfy seat —even on the old town!",positive
Helmet and bell included; small details made a big difference.,positive
Check?in took 10 minutes and the hybrid bike had badly adjusted seat!,negative
Booking was top?notch —the tandem bike rode great on the greenway!!,positive
Rental was plain; got a hybrid bike for 45 minutes.,neutral
Hidden fees at pickup; felt disappointing overall!,negative
Rental was predictable; got a e?bike for 30 minutes.,neutral
Rental was standard; got a tandem bike for 2 hours.,neutral
Check?in took 10 minutes and the cargo bike had wobbly wheel.,negative
Rental was typical; got a city cruiser for three hours.,neutral
Booking was top?notch —the road bike rode great on the downtown loop!!,positive
Picked up on Sunday afternoon and everything was ready. Great value and friendly service!,positive
Bike felt poorly maintained: slipping chain; cut our ride short!,negative
Maps were outdated and sent us off route near the river trail!,negative
Rental was adequate; got a tandem bike for half a day.,neutral
Rental was ordinary; got a city cruiser for the afternoon.,neutral
Loved the gravel bike for 2 hours; staff (Charlie) was super helpful.,positive
Loved the folding bike for 45 minutes; staff (Finley) was super helpful!,positive
Check?in took 5 minutes and the cargo bike had sticky shifter…,negative
Rental was basic; got a mountain bike for the afternoon.,neutral
Check?in took 20 minutes and the gravel bike had misaligned handlebars!,negative
Rental was plain; got a city cruiser for all morning.,neutral
Rental was predictable; got a road bike for all morning.,neutral
Loved the e?bike for 45 minutes; team (Kendall) was super helpful!,positive
Bike felt poorly maintained: wobbly wheel; cut our ride short.,negative
Rental was standard; got a hybrid bike for three hours.,neutral
The kiosk was down and support (Dakota) wasn’t helpful.,negative
Check?in took 5 minutes and the hybrid bike had squeaky gears…,negative
The QR code wouldn’t scan and support (Parker) wasn’t helpful.,negative
Rental was standard; got a hybrid bike for half a day.,neutral
Rental was fine; got a road bike for all morning.,neutral
Check?in took 15 minutes and the tandem bike had slipping chain!,negative
The payment screen froze and support (Jordan) wasn’t helpful…,negative
Rental was ordinary; got a cargo bike for the afternoon.,neutral
Rental was adequate; got a city cruiser for 45 minutes.,neutral
Picked up on late evening and everything was ready  with a bell. Great value and friendly service.,positive
Rental was fine; got a cargo bike for an hour.,neutral
Rental was fine; got a mountain bike for half a day.,neutral
Booking was top?notch on the river trail  in breezy weather!!,positive
Picked up on Wednesday evening and everything was ready  with a helmet. Great value and friendly service!,positive
Bike quality was excellent and check?in took about 5 minutes (FYI).,positive
Store opened late on late; wasted time waiting around.,negative
Helmet and child seat included; small details made a big difference!!,positive
Check?in took 20 minutes and the tandem bike had flat tire.,negative
Unexpected charges at pickup; felt overpriced overall…,negative
Check?in took half an hour and the e?bike had slipping chain.,negative
Check?in took 10 minutes and the mountain bike had badly adjusted seat.,negative
Check?in took 5 minutes and the kids' bike had soft brakes.,negative
Reservation didn’t match what we received—requested a gravel bike but got something else.,negative
Rental was adequate; got a mountain bike for most of the day.,neutral
Picked up on Thursday at lunch and everything was ready  with a helmet. Great value and friendly service!,positive
Really enjoyed the folding bike for half a day; staff (Dakota) was super helpful.,positive
Check?in took 20 minutes and the road bike had squeaky gears!,negative
The QR code wouldn’t scan and support (Sydney) wasn’t helpful!,negative
Loved the hybrid bike for most of the day; team (Skyler) was super helpful.,positive
Really enjoyed the folding bike for three hours; staff (Blake) was super helpful.,positive
Picked up on Sunday afternoon and everything was ready. Great value and friendly service.,positive
Booking was quick —the kids' bike rode great on the lakeside path!!,positive
Picked up on Friday night and everything was ready  with a mirror. Great value and friendly service!,positive
Booking was excellent —the city cruiser rode great on the city park.,positive
The payment screen froze and support (Sage) wasn’t helpful.,negative
Check?in took 5 minutes and the city cruiser had battery cutting out.,negative
Booking was easy —the hybrid bike rode great on the lakeside path  in windy weather!!,positive
Rental was ordinary; got a cargo bike for 45 minutes.,neutral
Rental was average; got a kids' bike for half a day.,neutral
Rental was plain; got a folding bike for 2 hours.,neutral
Check?in took 15 minutes and the folding bike had badly adjusted seat.,negative
Check?in took almost an hour and the tandem bike had battery cutting out.,negative
The QR code wouldn’t scan and support (Riley) wasn’t helpful!,negative
Booking was seamless —the city cruiser rode great on the river trail.,positive
The city cruiser fit perfectly; sizing guidance was spot on!,positive
Check?in took 15 minutes and the city cruiser had slipping chain.,negative
Rental was predictable; got a hybrid bike for an hour.,neutral
Check?in took 10 minutes and the tandem bike had flat tire…,negative
Booking was top?notch on the university district  in hot weather!,positive
Rental was ordinary; got a gravel bike for 30 minutes.,neutral
Really enjoyed the kids' bike for half a day; staff (Reese) was super helpful.,positive
The payment screen froze and support (Finley) wasn’t helpful…,negative
Booking was well organized —the kids' bike rode great on the greenway  in humid weather.,positive
Booking was seamless on the lakeside path  in mild weather!,positive
Rental was fine; got a e?bike for 2 hours.,neutral
Booking was well organized —the cargo bike rode great on the university district  in hot weather!,positive
Rental was basic; got a cargo bike for 90 minutes.,neutral
Rental was ordinary; got a mountain bike for 30 minutes.,neutral
Rental was ordinary; got a cargo bike for an hour.,neutral
Booking was fantastic —the folding bike rode great on the downtown loop  in hot weather.,positive
Rental was fine; got a mountain bike for 30 minutes.,neutral
The QR code wouldn’t scan and support (Emerson) wasn’t helpful!,negative
The kiosk was down and support (Casey) wasn’t helpful.,negative
Really enjoyed the mountain bike for all morning; team (Casey) was super helpful!,positive
Rental was ordinary; got a e?bike for 30 minutes.,neutral
The kiosk was down and support (Parker) wasn’t helpful…,negative
Bike quality was excellent and check?in took about 20 minutes.,positive
Rental was plain; got a mountain bike for 45 minutes.,neutral
Loved the e?bike for the afternoon; staff (Blake) was super helpful.,positive
Check?in took 5 minutes and the kids' bike had loose pedal!,negative
Picked up on Sunday afternoon and everything was ready  with a basket. Great value and friendly service!!,positive
Booking was top?notch —the gravel bike rode great on the lakeside path  in hot weather!,positive
Rental was plain; got a gravel bike for all morning.,neutral
Rental was fine; got a city cruiser for all morning.,neutral
The QR code wouldn’t scan and support (Taylor) wasn’t helpful…,negative
Check?in took 10 minutes and the road bike had misaligned handlebars!,negative
Check?in took 5 minutes and the kids' bike had squeaky gears!,negative
Picked up on Friday night and everything was ready. Great value and friendly service!,positive
Rental was standard; got a gravel bike for three hours.,neutral
Return process was chaotic and the line barely moved…,negative
Loved the road bike for 2 hours; staff (Sydney) was super helpful.,positive
Rental was plain; got a tandem bike for three hours.,neutral
Booking was stress?free on the old town!!,positive
Check?in took half an hour and the road bike had badly adjusted seat.,negative
Rental was adequate; got a e?bike for the afternoon.,neutral
Rental was straightforward; got a folding bike for 45 minutes.,neutral
Check?in took 10 minutes and the road bike had badly adjusted seat.,negative
Booking was quick —the tandem bike rode great on the university district!!,positive
Rental was fine; got a e?bike for an hour.,neutral
